Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORPâ–¼
233,T.J. Warren\warretj01,SF,23,PHO,44,1278,13.5,.506,.142,.188,6.0,8.9,7.4,5.3,1.9,1.2,5.7,19.5,,1.2,0.6,1.8,.068,,-0.8,-1.0,-1.8,0.1
234,Chris Andersen\anderch01,C,38,CLE,12,114,11.6,.497,.136,.636,8.9,20.6,15.0,5.9,2.2,4.9,15.1,12.8,,0.1,0.2,0.3,.110,,-3.6,3.3,-0.3,0.0
235,Justin Anderson\anderju01,SF,23,DAL,51,710,15.0,.523,.442,.319,6.1,19.1,12.3,7.6,2.1,2.0,11.3,23.7,,0.2,0.9,1.1,.071,,-1.7,-0.2,-1.9,0.0
236,Joel Anthony\anthojo01,C,34,SAS,9,56,14.4,.676,.000,.250,12.5,19.7,16.2,2.4,0.9,2.9,10.1,8.0,,0.1,0.1,0.2,.190,,-0.8,1.1,0.4,0.0
237,Bismack Biyombo\biyombi01,C,24,ORL,58,1343,12.1,.541,.000,.715,9.1,25.6,17.1,6.2,0.7,4.3,18.2,13.1,,0.4,1.7,2.1,.075,,-4.3,2.4,-1.9,0.0
238,Joel Bolomboy\bolomjo01,PF,23,UTA,9,20,22.7,.592,.200,.800,6.0,50.3,28.8,8.2,2.6,4.1,12.9,18.2,,0.0,0.1,0.1,.215,,-3.6,4.1,0.4,0.0
239,Reggie Bullock\bullore01,SF,25,DET,15,224,10.4,.517,.485,.061,2.9,12.1,7.4,7.7,1.4,1.1,8.1,14.7,,0.1,0.2,0.3,.072,,-1.4,0.2,-1.2,0.0
240,Bruno Caboclo\cabocbr01,SF,21,TOR,8,23,7.9,.300,.600,.000,14.6,14.9,14.7,16.8,4.4,0.0,28.6,13.5,,0.0,0.0,0.0,.005,,-2.2,2.5,0.3,0.0
241,Michael Carter-Williams\cartemi01,PG,25,CHI,26,579,10.9,.466,.209,.286,3.3,19.8,11.4,18.3,1.8,1.5,15.9,20.7,,-0.4,0.7,0.3,.029,,-3.2,1.0,-2.3,0.0
242,Willie Cauley-Stein\caulewi01,C,23,SAC,51,684,16.9,.580,.008,.261,8.5,16.3,12.4,6.7,1.9,3.3,10.5,20.1,,0.9,0.7,1.6,.112,,-1.6,-0.1,-1.8,0.0
243,Rakeem Christmas\chrisra01,PF,25,IND,7,23,20.8,.435,.000,.714,19.8,24.0,22.0,6.0,2.2,7.5,0.0,17.9,,0.0,0.0,0.1,.187,,-2.0,2.5,0.5,0.0
244,Nick Collison\collini01,PF,36,OKC,14,81,9.6,.612,.000,.700,5.5,13.6,9.5,13.4,0.6,1.0,18.7,8.4,,0.1,0.1,0.2,.101,,-3.3,-0.6,-3.9,0.0
245,Pat Connaughton\connapa01,SG,24,POR,27,195,11.6,.605,.410,.231,5.0,12.6,8.8,10.8,1.0,0.8,12.3,11.0,,0.3,0.1,0.4,.095,,-0.9,-1.4,-2.3,0.0
246,Allen Crabbe\crabbal01,SG,24,POR,57,1619,10.5,.591,.441,.211,0.9,9.7,5.2,6.4,1.0,0.5,9.3,14.8,,1.8,0.4,2.2,.065,,-0.3,-1.8,-2.1,0.0
247,Ed Davis\davised01,PF,27,POR,46,789,11.4,.563,.000,.570,13.2,20.8,17.0,4.8,0.9,2.3,17.2,11.9,,1.0,0.6,1.6,.096,,-2.3,0.1,-2.2,0.0
248,Toney Douglas\douglto01,PG,30,MEM,14,241,10.6,.471,.370,.274,2.3,17.0,9.4,21.0,2.4,1.2,15.5,18.2,,-0.1,0.4,0.3,.062,,-2.7,1.3,-1.4,0.0
249,Jordan Farmar\farmajo01,PG,30,SAC,2,35,14.5,.500,.750,.000,3.3,6.6,5.0,39.0,2.9,0.0,20.0,19.4,,0.0,0.0,0.1,.069,,0.6,-3.9,-3.3,0.0
250,Tim Frazier\fraziti01,PG,26,NOP,42,1051,13.4,.522,.289,.329,2.3,9.9,6.1,33.8,1.7,0.5,18.8,17.9,,0.8,0.9,1.7,.078,,-1.0,-1.1,-2.1,0.0
251,Langston Galloway\gallola01,PG,25,NOP,55,1120,11.2,.508,.608,.118,1.9,9.6,5.7,9.0,1.7,0.4,5.7,19.5,,0.2,0.9,1.1,.049,,-0.3,-1.7,-2.0,0.0
252,Archie Goodwin\goodwar01,SG,22,NOP,3,30,19.7,.798,.400,2.000,0.0,0.0,0.0,4.6,0.0,2.7,0.0,13.9,,0.2,0.0,0.2,.289,,2.2,-4.0,-1.8,0.0
253,Jerami Grant\grantje01,SF,22,TOT,56,1189,10.3,.553,.326,.461,2.4,12.0,7.2,4.0,1.0,4.3,9.1,12.2,,0.9,1.4,2.2,.091,,-3.1,1.0,-2.1,0.0
254,Aaron Harrison\harriaa01,SG,22,CHO,5,17,-2.1,.102,.500,.500,0.0,18.9,9.5,22.7,0.0,0.0,0.0,12.8,,-0.1,0.0,0.0,-0.138,,-9.5,-1.7,-11.2,0.0
255,Andrew Harrison\harrian01,SG,22,MEM,53,1162,8.5,.469,.436,.546,1.8,8.3,5.0,20.2,2.0,1.5,15.9,16.2,,0.0,1.4,1.3,.056,,-2.5,0.4,-2.1,0.0
256,Udonis Haslem\hasleud01,C,36,MIA,16,129,8.8,.542,.091,.682,6.8,23.1,14.9,6.5,2.0,0.6,21.9,12.6,,0.0,0.2,0.2,.073,,-4.7,1.3,-3.4,0.0
257,Rondae Hollis-Jefferson\holliro01,SF,22,BRK,52,1134,12.4,.517,.146,.523,4.2,20.5,12.4,14.2,2.1,1.8,16.8,17.9,,0.0,1.2,1.2,.050,,-3.5,1.6,-1.9,0.0
258,Danuel House\houseda01,SG,23,WAS,1,1,12.3,,,,0.0,100.0,56.5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.175,,-16.5,-4.2,-20.8,0.0
259,Kris Humphries\humphkr01,PF,31,ATL,44,522,14.6,.550,.256,.388,9.7,21.9,15.9,6.4,1.0,2.6,11.4,17.7,,0.6,0.8,1.4,.128,,-2.2,0.1,-2.1,0.0
260,R.J. Hunter\hunterj01,SG,23,CHI,3,9,-3.2,.000,1.000,.000,0.0,12.2,6.0,0.0,0.0,0.0,0.0,4.8,,0.0,0.0,0.0,-0.093,,-9.2,-2.4,-11.6,0.0
261,Demetrius Jackson\jacksde01,PG,22,BOS,4,17,31.2,.753,.250,1.500,13.2,13.2,13.2,28.0,0.0,0.0,0.0,17.5,,0.1,0.0,0.1,.387,,9.5,-3.0,6.5,0.0
262,Pierre Jackson\jackspi01,PG,25,DAL,8,84,13.3,.416,.282,.179,1.3,11.7,6.3,37.9,1.2,0.0,6.7,25.4,,0.0,0.1,0.0,.023,,-1.6,-2.7,-4.3,0.0
263,John Jenkins\jenkijo01,SG,25,PHO,4,13,17.7,.595,.400,.400,0.0,8.8,4.2,11.7,0.0,0.0,0.0,19.1,,0.0,0.0,0.0,.173,,1.5,-5.5,-4.0,0.0
264,Brice Johnson\johnsbr02,PF,22,LAC,1,3,-13.5,.000,.000,.000,37.8,36.0,36.9,0.0,0.0,0.0,50.0,29.6,,0.0,0.0,0.0,-0.582,,-26.0,-8.5,-34.5,0.0
265,Derrick Jones\jonesde02,SF,19,PHO,7,24,23.5,.854,.000,.167,8.9,4.8,6.9,6.9,0.0,3.4,0.0,11.3,,0.1,0.0,0.1,.252,,4.5,-1.7,2.8,0.0
266,Tyus Jones\jonesty01,PG,20,MIN,35,398,13.8,.541,.462,.280,2.0,7.4,4.7,27.5,2.9,0.4,16.7,14.0,,0.6,0.3,0.9,.104,,0.0,-2.0,-2.0,0.0
267,Ryan Kelly\kellyry01,PF,25,ATL,9,47,12.1,.460,.500,.200,0.0,23.1,11.7,14.6,4.2,3.6,15.5,12.0,,0.0,0.1,0.1,.101,,-4.4,5.0,0.7,0.0
268,Skal Labissiere\labissk01,PF,20,SAC,9,66,21.0,.622,.000,.650,15.9,10.6,13.2,7.5,2.3,0.0,13.5,20.3,,0.2,0.0,0.2,.172,,1.0,-2.2,-1.2,0.0
269,Ty Lawson\lawsoty01,PG,29,SAC,52,1285,14.2,.529,.245,.341,3.3,9.2,6.2,28.4,2.3,0.4,17.5,18.8,,1.1,0.8,1.9,.072,,-0.5,-1.3,-1.9,0.0
270,Alex Len\lenal01,C,23,PHO,54,1061,14.6,.556,.013,.436,10.4,26.1,18.0,4.3,0.9,5.3,16.4,17.4,,0.8,1.1,1.9,.087,,-3.4,1.2,-2.2,0.0
271,Caris LeVert\leverca01,SF,22,BRK,32,642,11.0,.532,.529,.262,1.8,12.8,7.4,14.1,2.2,0.6,14.4,16.2,,0.1,0.4,0.6,.043,,-1.5,-0.3,-1.9,0.0
272,Shaun Livingston\livinsh01,PG,31,GSW,52,902,10.1,.575,.005,.183,2.5,9.2,6.1,12.9,1.3,1.1,15.1,13.3,,0.7,1.0,1.7,.089,,-2.4,0.2,-2.2,0.0
273,John Lucas III\lucasjo02,PG,34,MIN,5,11,9.2,.250,.250,.000,0.0,0.0,0.0,12.7,9.2,0.0,0.0,16.1,,0.0,0.0,0.0,-0.030,,-6.1,0.5,-5.5,0.0
274,Trey Lyles\lylestr01,PF,21,UTA,57,1043,11.2,.481,.474,.178,5.0,18.0,11.7,10.3,1.3,1.3,11.9,22.0,,-0.5,1.6,1.1,.052,,-2.1,0.3,-1.8,0.0
275,Shelvin Mack\macksh01,PG,26,UTA,46,983,10.1,.509,.317,.172,1.9,9.7,5.9,21.5,1.9,0.1,19.6,19.8,,-0.5,1.3,0.8,.041,,-2.3,0.1,-2.2,0.0
276,Thon Maker\makerth01,PF,19,MIL,30,218,16.8,.618,.432,.338,8.1,18.0,13.2,2.8,1.4,4.1,8.6,19.2,,0.4,0.2,0.6,.143,,0.2,-2.1,-1.8,0.0
277,Boban Marjanovic\marjabo01,C,28,DET,23,159,24.8,.532,.000,.397,20.5,32.1,26.1,5.1,0.6,4.2,8.1,24.4,,0.4,0.3,0.7,.200,,-1.4,-0.7,-2.1,0.0
278,Chris McCullough\mcculch01,PF,21,BRK,14,72,16.9,.541,.194,.097,13.4,11.6,12.5,4.9,0.7,2.1,5.8,20.4,,0.1,0.0,0.1,.091,,-0.9,-3.1,-4.0,0.0
279,Josh McRoberts\mcrobjo01,PF,29,MIA,22,381,9.8,.439,.263,.076,6.6,14.8,10.7,19.1,1.3,0.8,15.9,16.9,,-0.2,0.4,0.2,.031,,-2.9,0.5,-2.4,0.0
280,Mike Miller\millemi01,SF,36,DEN,14,81,8.7,.672,.857,.143,2.7,23.6,13.1,19.3,0.6,0.0,37.7,12.4,,0.0,0.0,0.0,.020,,-2.3,-1.7,-3.9,0.0
281,Donatas Motiejunas\motiedo01,PF,26,NOP,21,328,10.1,.536,.370,.370,5.4,17.5,11.4,12.6,1.8,1.8,21.0,16.1,,-0.1,0.4,0.3,.046,,-3.1,1.4,-1.8,0.0
282,Shabazz Napier\napiesh01,PG,25,POR,33,272,13.6,.526,.596,.240,1.2,11.1,6.1,19.5,3.5,0.3,16.1,22.1,,0.0,0.2,0.3,.045,,-0.5,-1.6,-2.1,0.0
283,Raul Neto\netora01,PG,24,UTA,29,213,9.7,.527,.356,.068,0.6,10.0,5.4,14.9,3.0,0.0,15.3,15.8,,0.0,0.3,0.4,.080,,-2.3,0.7,-1.6,0.0
284,Jusuf Nurkic\nurkiju01,C,22,TOT,47,863,15.4,.523,.000,.371,12.1,24.0,18.0,11.4,1.8,3.4,19.5,22.3,,-0.2,0.8,0.7,.037,,-3.0,1.0,-1.9,0.0
285,Johnny O'Bryant\obryajo01,PF,23,DEN,7,46,14.5,.597,.200,.267,12.0,14.7,13.3,6.3,0.0,1.7,15.2,18.1,,0.1,0.0,0.1,.092,,-0.7,-3.3,-4.0,0.0
286,Arinze Onuaku\onuakar01,C,29,ORL,8,28,5.8,.500,.000,.000,7.6,16.1,11.8,10.0,0.0,2.9,33.3,9.5,,0.0,0.0,0.0,-0.002,,-6.5,0.9,-5.7,0.0
287,Chinanu Onuaku\onuakch01,C,20,HOU,2,10,37.4,1.042,.000,1.000,11.1,22.1,16.6,15.7,4.8,0.0,0.0,12.3,,0.1,0.0,0.1,.527,,10.6,2.2,12.8,0.0
288,Kelly Oubre\oubreke01,SF,21,WAS,53,1095,8.9,.517,.464,.220,4.1,14.2,9.2,4.1,1.8,0.7,9.4,14.2,,0.4,1.2,1.6,.070,,-1.8,-0.4,-2.2,0.0
289,Georgios Papagiannis\papagge01,C,19,SAC,4,18,13.0,.750,.000,.000,6.5,25.8,16.2,0.0,0.0,5.2,20.0,12.5,,0.0,0.0,0.0,.097,,-5.5,-3.1,-8.6,0.0
290,Adreian Payne\paynead01,PF,25,MIN,12,92,14.3,.526,.256,.385,7.4,18.0,12.6,7.0,2.8,3.7,13.3,25.4,,0.0,0.1,0.2,.079,,-2.4,-0.5,-2.9,0.0
291,Marshall Plumlee\plumlma02,C,24,NYK,8,65,8.6,.678,.000,1.500,13.1,14.8,14.0,7.9,0.8,2.5,37.6,7.0,,0.1,0.0,0.1,.068,,-2.0,0.7,-1.3,0.0
292,Ronnie Price\pricero01,PG,33,PHO,2,7,18.8,1.500,1.000,.000,0.0,0.0,0.0,0.0,6.9,0.0,50.0,12.0,,0.0,0.0,0.0,.079,,4.2,1.2,5.3,0.0
293,Tim Quarterman\quartti01,SG,22,POR,13,44,19.4,.731,.462,.000,4.9,10.2,7.5,29.0,1.1,3.7,23.5,16.9,,0.1,0.0,0.1,.158,,2.0,-1.5,0.5,0.0
294,Chasson Randle\randlch01,PG,23,PHI,8,74,17.9,.671,.577,.462,0.0,7.5,3.7,13.4,2.0,1.1,8.8,20.2,,0.2,0.1,0.3,.201,,2.7,-2.6,0.1,0.0
295,Brandon Rush\rushbr01,SG,31,MIN,23,414,7.5,.503,.610,.122,2.2,9.1,5.6,5.3,1.5,2.3,12.2,10.5,,0.0,0.2,0.2,.028,,-2.1,0.0,-2.1,0.0
296,Nik Stauskas\stausni01,SG,23,PHI,54,1459,9.1,.550,.565,.238,1.1,10.1,5.6,12.6,1.0,1.3,15.5,15.6,,0.2,1.0,1.2,.040,,-1.7,-0.5,-2.1,0.0
297,Jarnell Stokes\stokeja01,PF,23,DEN,2,7,31.6,.798,.000,2.000,15.7,16.1,15.9,41.0,7.0,0.0,0.0,11.3,,0.1,0.0,0.1,.470,,11.8,3.4,15.3,0.0
298,Walter Tavares\tavarwa01,C,24,ATL,1,4,13.2,.532,.000,2.000,0.0,27.2,13.8,0.0,0.0,0.0,0.0,20.6,,0.0,0.0,0.0,-0.048,,-8.0,-7.1,-15.1,0.0
299,Mike Tobey\tobeymi01,C,22,CHO,2,25,-0.1,.250,.000,.000,8.6,4.3,6.4,5.4,0.0,0.0,20.0,8.9,,0.0,0.0,0.0,-0.063,,-7.4,-1.1,-8.5,0.0
300,Fred VanVleet\vanvlfr01,PG,22,TOR,21,145,13.8,.456,.295,.180,2.3,12.6,7.4,18.6,3.5,0.6,5.7,21.4,,0.1,0.2,0.3,.089,,-0.8,-0.5,-1.4,0.0
301,Anderson Varejao\varejan01,C,34,GSW,14,92,9.4,.478,.000,.786,15.5,16.7,16.1,12.8,1.6,2.6,29.8,12.6,,0.0,0.1,0.2,.098,,-3.0,2.5,-0.5,0.0
302,Okaro White\whiteok01,PF,24,MIA,14,226,8.7,.641,.487,.410,4.4,12.7,8.5,3.7,0.7,1.4,16.4,10.8,,0.3,0.2,0.5,.098,,-1.9,-0.2,-2.1,0.0
303,Andrew Wiggins\wiggian01,SF,21,MIN,57,2120,16.9,.544,.192,.342,3.9,9.2,6.5,11.6,1.2,0.9,9.7,28.2,,2.7,0.8,3.4,.078,,0.6,-2.7,-2.0,0.0
304,Alan Williams\willial03,PF,24,PHO,23,164,19.5,.545,.000,.455,20.2,30.0,24.9,1.9,2.1,7.0,16.5,20.3,,0.2,0.3,0.4,.130,,-3.4,0.5,-2.9,0.0
305,Reggie Williams\willire02,SF,30,NOP,5,63,14.6,.542,.500,.350,3.3,6.7,5.0,9.3,2.3,0.0,0.0,16.2,,0.1,0.1,0.2,.135,,0.6,-1.7,-1.1,0.0
306,Christian Wood\woodch01,PF,21,CHO,3,16,17.4,.515,.667,.667,0.0,40.1,20.2,8.8,0.0,10.7,0.0,10.8,,0.0,0.0,0.1,.174,,-4.8,5.3,0.5,0.0
307,Brandan Wright\wrighbr03,PF,29,MEM,8,111,19.5,.573,.023,.205,10.0,10.5,10.2,1.7,1.4,5.2,5.9,20.8,,0.2,0.2,0.3,.148,,-1.7,-0.3,-1.9,0.0
308,Delon Wright\wrighde01,PG,24,TOR,2,37,19.0,.674,.286,.857,3.0,3.1,3.0,11.4,2.7,2.3,0.0,11.6,,0.1,0.0,0.2,.227,,2.8,-0.3,2.5,0.0
309,James Young\youngja01,SG,21,BOS,20,154,13.1,.608,.488,.163,4.4,11.7,8.0,3.9,1.6,0.5,4.2,14.0,,0.3,0.1,0.4,.118,,-0.3,-2.1,-2.4,0.0
310,Tyler Zeller\zellety01,C,27,BOS,35,413,13.6,.495,.008,.205,10.1,17.7,13.9,12.1,0.7,3.6,9.2,16.5,,0.4,0.4,0.8,.095,,-2.9,0.8,-2.1,0.0
311,Stephen Zimmerman\zimmest01,C,20,ORL,9,36,14.8,.402,.000,.083,11.9,34.5,22.9,8.6,1.4,2.2,0.0,15.3,,0.0,0.1,0.1,.083,,-5.1,0.6,-4.4,0.0
312,Quincy Acy\acyqu01,PF,26,TOT,18,182,15.8,.617,.462,.308,7.7,15.5,11.6,1.8,0.8,2.9,8.7,19.5,,0.3,0.1,0.4,.118,,-0.8,-3.1,-4.0,-0.1
313,Luke Babbitt\babbilu01,SF,27,MIA,48,752,7.3,.526,.695,.076,1.6,12.8,7.2,4.4,1.0,0.8,7.7,13.0,,0.2,0.7,0.9,.060,,-1.9,-0.8,-2.7,-0.1
314,Jerryd Bayless\bayleje01,PG,28,PHI,3,71,8.8,.453,.156,.313,4.6,14.0,9.3,29.9,0.0,0.0,19.8,27.9,,-0.1,0.0,-0.1,-0.065,,-5.1,-2.8,-8.0,-0.1
315,Aron Baynes\baynear01,C,30,DET,55,840,11.0,.552,.000,.366,8.7,20.2,14.3,3.0,0.9,2.3,14.3,13.7,,0.7,1.1,1.8,.101,,-3.6,1.0,-2.6,-0.1
316,Malik Beasley\beaslma01,SG,20,DEN,18,88,13.6,.516,.395,.186,2.5,6.4,4.4,10.7,2.2,0.0,7.9,24.2,,0.1,0.0,0.1,.051,,-0.5,-4.5,-5.0,-0.1
317,Michael Beasley\beaslmi01,PF,28,MIL,47,792,17.4,.585,.112,.282,5.0,19.0,12.2,10.3,1.5,2.5,13.5,24.4,,0.7,0.8,1.5,.089,,-1.5,-1.1,-2.6,-0.1
318,Anthony Bennett\bennean01,PF,23,BRK,23,264,14.7,.533,.522,.391,10.1,21.0,15.6,7.1,0.9,0.9,10.0,19.4,,0.3,0.2,0.5,.083,,-0.8,-2.4,-3.2,-0.1
319,Anthony Brown\brownan02,SF,24,TOT,11,159,7.2,.430,.540,.000,5.3,16.9,11.0,7.8,1.5,0.5,10.7,15.6,,-0.2,0.2,0.0,-0.001,,-3.8,-0.4,-4.2,-0.1
320,Alec Burks\burksal01,SG,25,UTA,21,319,12.4,.535,.316,.376,1.9,11.9,7.0,6.9,2.0,0.8,11.7,22.7,,0.0,0.5,0.5,.075,,-2.4,-0.6,-3.0,-0.1
321,Marquese Chriss\chrisma01,PF,19,PHO,57,1070,10.9,.496,.350,.261,6.5,14.4,10.3,5.1,2.0,2.6,12.2,19.7,,-0.1,0.9,0.8,.034,,-2.2,-0.4,-2.5,-0.1
322,Troy Daniels\danietr01,SG,25,MEM,43,742,11.9,.549,.700,.139,1.9,6.9,4.4,6.5,1.0,0.3,7.2,22.1,,0.7,0.6,1.3,.082,,1.1,-3.4,-2.3,-0.1
323,Deyonta Davis\davisde01,C,20,MEM,25,183,10.9,.526,.000,.385,10.3,21.7,15.8,1.7,0.3,7.3,14.9,13.2,,0.1,0.3,0.4,.095,,-5.8,2.0,-3.8,-0.1
324,Luol Deng\denglu01,SF,31,LAL,54,1455,10.3,.474,.391,.152,4.4,17.5,10.7,7.0,1.6,1.1,8.7,14.2,,0.2,0.8,1.0,.034,,-2.2,-0.1,-2.2,-0.1
325,Cheick Diallo\diallch01,PF,20,NOP,9,94,16.9,.472,.000,.256,13.3,22.6,17.9,5.2,1.6,2.6,4.4,21.4,,0.1,0.1,0.2,.103,,-3.8,-0.7,-4.5,-0.1
326,Spencer Dinwiddie\dinwisp01,PG,23,BRK,33,705,11.7,.572,.286,.423,1.8,11.1,6.5,19.8,1.2,1.3,16.0,14.4,,0.8,0.3,1.1,.076,,-1.7,-0.7,-2.4,-0.1
327,Mike Dunleavy\dunlemi02,SF,36,TOT,41,658,9.3,.570,.628,.174,2.1,12.9,7.6,8.1,0.8,0.5,11.9,14.0,,0.5,0.5,1.0,.073,,-1.3,-1.2,-2.5,-0.1
328,Henry Ellenson\ellenhe01,PF,20,DET,14,56,6.0,.448,.609,.043,3.9,20.2,11.9,10.5,0.0,0.0,17.6,22.7,,-0.1,0.0,-0.1,-0.065,,-4.9,-2.6,-7.5,-0.1
329,Dante Exum\exumda01,PG,21,UTA,42,779,8.5,.519,.412,.159,2.3,8.7,5.6,14.1,0.9,0.8,15.3,17.7,,0.0,0.9,0.9,.055,,-1.9,-0.4,-2.4,-0.1
330,Bryn Forbes\forbebr01,SG,23,SAS,20,95,4.7,.440,.500,.036,1.2,8.1,4.8,4.4,0.5,0.0,0.0,13.5,,0.0,0.1,0.1,.039,,-3.2,-2.3,-5.4,-0.1
331,Michael Gbinije\gbinimi01,SG,24,DET,9,32,-2.1,.184,.400,.200,6.8,3.5,5.2,7.9,0.0,0.0,0.0,15.2,,-0.1,0.0,-0.1,-0.137,,-7.5,-2.7,-10.3,-0.1
332,Alonzo Gee\geeal01,SF,29,DEN,13,89,3.0,.306,.214,.643,4.9,12.6,8.8,8.4,2.7,0.9,18.2,10.4,,-0.1,0.1,-0.1,-0.037,,-5.4,0.8,-4.6,-0.1
333,Treveon Graham\grahatr01,SG,23,CHO,18,106,7.3,.580,.444,.556,2.0,12.1,7.1,6.6,0.9,0.0,8.2,10.3,,0.1,0.1,0.2,.091,,-2.7,-1.2,-3.9,-0.1
334,A.J. Hammons\hammoaj01,C,24,DAL,17,77,9.7,.455,.273,.455,7.2,24.0,15.2,4.1,0.0,7.0,10.2,18.1,,-0.1,0.1,0.0,.015,,-6.7,1.1,-5.6,-0.1
335,Gerald Henderson\hendege02,SG,29,PHI,51,1226,11.8,.556,.280,.288,1.8,9.7,5.8,11.2,1.2,0.7,9.7,17.6,,1.1,0.9,2.0,.076,,-1.4,-1.0,-2.5,-0.1
336,Jordan Hill\hilljo01,C,29,MIN,5,40,5.8,.421,.000,.182,20.0,17.7,18.9,0.0,1.3,0.0,20.2,16.5,,0.0,0.0,0.0,-0.011,,-6.7,-6.1,-12.7,-0.1
337,Al Jefferson\jeffeal01,C,32,IND,57,832,19.4,.534,.002,.188,9.2,23.4,16.4,11.2,1.0,1.6,5.8,26.0,,1.3,0.9,2.2,.125,,-1.0,-1.5,-2.5,-0.1
338,Richard Jefferson\jefferi01,SF,36,CLE,55,1075,7.4,.548,.534,.319,2.2,10.7,6.6,6.5,0.7,0.4,11.7,12.2,,0.7,0.6,1.3,.058,,-1.7,-0.9,-2.5,-0.1
339,Brandon Jennings\jennibr01,PG,27,NYK,57,1416,12.7,.510,.469,.310,1.6,9.7,5.6,28.2,1.9,0.3,18.0,17.9,,1.0,0.6,1.6,.053,,-0.2,-2.1,-2.4,-0.1
340,Damian Jones\jonesda03,C,21,GSW,8,45,5.9,.571,.000,.857,15.8,11.4,13.4,0.0,1.1,3.5,34.2,14.0,,0.0,0.1,0.0,.030,,-5.9,-1.8,-7.7,-0.1
341,Mindaugas Kuzminskas\kuzmimi01,SF,27,NYK,48,693,12.2,.524,.480,.172,4.9,8.8,6.9,9.8,1.8,1.0,11.5,18.8,,0.5,0.3,0.8,.053,,-0.3,-2.0,-2.3,-0.1
342,Jeremy Lamb\lambje01,SG,24,CHO,37,634,16.2,.527,.307,.289,3.1,24.3,13.7,11.2,0.9,1.8,6.4,24.3,,0.5,0.8,1.4,.103,,-1.5,-0.9,-2.4,-0.1
343,Nicolas Laprovittola\laproni01,PG,27,SAS,18,174,8.4,.579,.574,.191,0.7,5.7,3.3,22.8,1.2,0.5,27.2,18.2,,0.0,0.2,0.2,.043,,-2.4,-2.5,-4.9,-0.1
344,Ian Mahinmi\mahinia01,C,30,WAS,5,67,3.7,.452,.000,1.500,3.4,18.2,11.0,0.0,2.2,3.8,23.1,11.4,,-0.1,0.1,0.0,.004,,-8.5,0.4,-8.0,-0.1
345,Patrick McCaw\mccawpa01,SG,21,GSW,47,582,7.7,.524,.571,.129,2.0,6.7,4.5,9.4,1.3,1.4,12.9,12.6,,0.1,0.6,0.7,.058,,-1.9,-0.6,-2.5,-0.1
346,Sheldon McClellan\mcclesh01,SG,24,WAS,25,248,9.9,.492,.406,.328,1.9,11.6,6.8,8.0,1.6,0.7,3.9,13.5,,0.2,0.2,0.4,.084,,-2.2,-0.9,-3.1,-0.1
347,T.J. McConnell\mccontj01,PG,24,PHI,55,1369,13.3,.502,.102,.152,1.8,11.5,6.6,37.6,2.9,0.4,22.5,14.1,,0.8,1.6,2.4,.084,,-2.4,0.0,-2.3,-0.1
348,Jordan Mickey\mickejo01,PF,22,BOS,16,116,10.8,.509,.034,.345,11.6,15.5,13.6,6.3,0.9,2.1,17.3,15.6,,0.0,0.1,0.1,.050,,-4.3,-0.6,-4.9,-0.1
